"","Var1","Freq"
"1512","04-27-2012",99
"2538","07-18-2009",99
"3129","09-04-2009",99
"3310","09-18-2008",99
"3441","09-28-2009",99
"3839","10-29-2005",99
"4284","12-02-2008",99
"123","01-10-2006",100
"336","01-26-2010",100
"501","02-08-2006",100
"512","02-09-2005",100
"771","03-01-2009",100
"859","03-08-2006",100
"876","03-09-2010",100
"1312","04-12-2006",100
"1398","04-18-2014",100
"1636","05-07-2006",100
"1730","05-14-2009",100
"1870","05-25-2006",100
"2185","06-18-2009",100
"3064","08-30-2009",100
"4061","11-15-2005",100
"4063","11-15-2007",100
"4211","11-26-2013",100
"4243","11-29-2006",100
"4376","12-09-2009",100
"4504","12-19-2007",100
"189","01-15-2006",101
"615","02-17-2010",101
"690","02-23-2009",101
"780","03-02-2005",101
"950","03-15-2006",101
"1571","05-02-2006",101
"2492","07-14-2009",101
"3138","09-05-2005",101
"3272","09-15-2009",101
"3865","10-31-2005",101
"4008","11-11-2004",101
"4129","11-20-2008",101
"4372","12-09-2005",101
"4389","12-10-2009",101
"4438","12-14-2006",101
"215","01-17-2006",102
"967","03-16-2010",102
"1053","03-23-2005",102
"1480","04-25-2005",102
"1701","05-12-2006",102
"2068","06-09-2009",102
"2610","07-24-2009",102
"2706","08-01-2009",102
"2882","08-16-2005",102
"2909","08-18-2008",102
"2985","08-24-2008",102
"3012","08-26-2009",102
"3246","09-13-2009",102
"3671","10-16-2005",102
"3722","10-20-2005",102
"3931","11-05-2005",102
"271","01-21-2010",103
"332","01-26-2006",103
"397","01-31-2006",103
"488","02-07-2006",103
"513","02-09-2006",103
"665","02-21-2010",103
"743","02-27-2010",103
"863","03-08-2010",103
"1276","04-09-2009",103
"1649","05-08-2006",103
"1857","05-24-2006",103
"2133","06-14-2009",103
"2769","08-06-2012",103
"3164","09-07-2005",103
"3999","11-10-2008",103
"4425","12-13-2006",103
"4476","12-17-2005",103
"4484","12-17-2013",103
"45","01-04-2006",104
"361","01-28-2009",104
"529","02-10-2010",104
"591","02-15-2010",104
"928","03-13-2010",104
"1030","03-21-2008",104
"1054","03-23-2006",104
"2283","06-26-2006",104
"2526","07-17-2009",104
"3206","09-10-2008",104
"3248","09-13-2011",104
"3765","10-23-2009",104
"3829","10-28-2008",104
"3842","10-29-2008",104
"4217","11-27-2006",104
"335","01-26-2009",105
"798","03-03-2010",105
"837","03-06-2010",105
"1058","03-23-2010",105
"1948","05-31-2006",105
"2598","07-23-2009",105
"2766","08-06-2009",105
"3428","09-27-2009",105
"3571","10-08-2009",105
"3816","10-27-2008",105
"4363","12-08-2009",105
"4463","12-16-2005",105
"678","02-22-2010",106
"742","02-27-2009",106
"966","03-16-2009",106
"1212","04-04-2010",106
"1238","04-06-2010",106
"1589","05-03-2011",106
"1792","05-19-2006",106
"3177","09-08-2005",106
"3878","11-01-2005",106
"3977","11-08-2012",106
"4311","12-04-2009",106
"4346","12-07-2005",106
"4554","12-23-2005",106
"214","01-17-2005",107
"348","01-27-2009",107
"2514","07-16-2009",107
"3307","09-18-2005",107
"4451","12-15-2006",107
"635","02-19-2006",108
"639","02-19-2010",108
"1083","03-25-2009",108
"1251","04-07-2010",108
"2897","08-17-2008",108
"2898","08-17-2009",108
"3606","10-11-2005",108
"3925","11-04-2012",108
"4025","11-12-2008",108
"4087","11-17-2005",108
"293","01-23-2006",109
"466","02-05-2010",109
"768","03-01-2006",109
"1610","05-05-2006",109
"1965","06-01-2010",109
"2146","06-15-2009",109
"3813","10-27-2005",109
"4095","11-17-2013",109
"4116","11-19-2008",109
"4151","11-22-2004",109
"4400","12-11-2007",109
"136","01-11-2006",110
"139","01-11-2009",110
"283","01-22-2009",110
"1070","03-24-2009",110
"1468","04-24-2006",110
"1485","04-25-2010",110
"1922","05-29-2006",110
"2910","08-18-2009",110
"3181","09-08-2009",110
"3298","09-17-2009",110
"3738","10-21-2008",110
"3918","11-04-2005",110
"3986","11-09-2008",110
"4074","11-16-2005",110
"4082","11-16-2013",110
"245","01-19-2010",111
"323","01-25-2010",111
"1117","03-28-2006",111
"1147","03-30-2010",111
"1225","04-05-2010",111
"1818","05-21-2006",111
"1844","05-23-2006",111
"3684","10-17-2005",111
"3826","10-28-2005",111
"3904","11-03-2005",111
"3970","11-08-2005",111
"202","01-16-2006",112
"924","03-13-2006",112
"1355","04-15-2010",112
"1558","05-01-2006",112
"1626","05-06-2009",112
"3748","10-22-2005",112
"4048","11-14-2005",112
"4321","12-05-2006",112
"704","02-24-2010",113
"1403","04-19-2006",113
"1613","05-05-2009",113
"2528","07-17-2011",113
"2660","07-28-2011",113
"4450","12-15-2005",113
"492","02-07-2010",114
"1668","05-09-2012",114
"2612","07-24-2011",114
"3025","08-27-2009",114
"3363","09-22-2009",114
"3890","11-02-2004",114
"3921","11-04-2008",114
"4009","11-11-2005",114
"4090","11-17-2008",114
"4103","11-18-2008",114
"401","01-31-2010",115
"453","02-04-2010",115
"716","02-25-2009",115
"1057","03-23-2009",115
"2574","07-21-2009",115
"2850","08-13-2009",115
"244","01-19-2009",116
"1264","04-08-2010",116
"3112","09-03-2005",116
"3735","10-21-2005",116
"4607","12-27-2006",116
"310","01-24-2010",117
"980","03-17-2010",117
"4012","11-11-2008",117
"752","02-28-2006",118
"937","03-14-2006",118
"1018","03-20-2009",118
"1286","04-10-2006",118
"3983","11-09-2005",118
"306","01-24-2006",119
"1250","04-07-2009",119
"1277","04-09-2010",119
"2107","06-12-2009",119
"2889","08-16-2012",120
"3891","11-02-2005",120
"4077","11-16-2008",120
"4502","12-19-2005",120
"4521","12-20-2011",121
"462","02-05-2006",122
"1779","05-18-2006",122
"2624","07-25-2011",122
"3125","09-04-2005",122
"3774","10-24-2005",123
"3996","11-10-2005",123
"4035","11-13-2005",123
"729","02-26-2009",124
"3168","09-07-2009",124
"3086","09-01-2005",125
"661","02-21-2006",126
"992","03-18-2009",126
"1500","04-26-2012",126
"4515","12-20-2005",126
"3739","10-21-2009",127
"3973","11-08-2008",127
"270","01-21-2009",128
"603","02-16-2010",129
"1535","04-29-2009",129
"2081","06-10-2009",129
"3938","11-05-2012",129
"257","01-20-2009",130
"2461","07-11-2011",130
"1753","05-16-2006",131
"1766","05-17-2006",132
"3787","10-25-2005",132
"481","02-06-2012",136
"1123","03-28-2012",139
"2816","08-10-2011",139
"4398","12-11-2005",139
"691","02-23-2010",140
"2540","07-18-2011",141
"4314","12-04-2012",141
"4541","12-22-2005",141
"3119","09-03-2012",142
"2792","08-08-2011",144
"4022","11-12-2005",144
"3951","11-06-2012",145
"648","02-20-2006",146
"4198","11-25-2013",146
"4437","12-14-2005",146
"455","02-04-2012",147
"2648","07-27-2011",147
"3800","10-26-2005",148
"4339","12-06-2011",148
"3960","11-07-2008",149
"692","02-23-2011",150
"1505","04-27-2005",150
"3761","10-23-2005",151
"4029","11-12-2012",151
"3742","10-21-2012",153
"4301","12-03-2012",155
"3678","10-16-2012",156
"3691","10-17-2012",157
"4424","12-13-2005",161
"3964","11-07-2012",166
"4411","12-12-2005",166
"1345","04-14-2013",167
"2094","06-11-2009",167
"826","03-05-2012",169
"2450","07-10-2011",174
"3725","10-20-2008",181
"2175","06-17-2012",182
"3184","09-08-2012",191
"2588","07-22-2011",192
"2201","06-19-2012",241
"2188","06-18-2012",271
"468","02-05-2012",272
"3947","11-06-2008",275
"2600","07-23-2011",475
"4051","11-14-2008",1206
"4064","11-15-2008",1292
"3934","11-05-2008",2979
